CollectionName,CollectionTitle,CollectionType,WidgetId,WidgetTitle,WidgetName,WidgetPosition,WidgetInventoryType,PageName,PageId,PageTitle,SolrQuery,CreatedAt,UpdatedAt
commerce_onlinecategoryicons,,static,a73b3ff5-8df9-4652-a871-ef5fd20ecec2,online category icons,commerce_onlinecategoryicons,1,category_banner_big,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_onlinecategoryiconsv2,,static,0bb660c4-5672-48f0-9ca8-796aacbde544,online category icons,commerce_onlinecategoryiconsv2,2,category_banner_big,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_onlinepagebanner,,static,ecf52d96-00a5-453d-864c-5f58e020ecd1,Online Banners,commerce_onlinepagebanner,3,hb,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_category_in_highlight,,static,85ca5331-6db1-48b4-bca9-7526fab765da,Categories in Spotlight!,commerce_category_in_highlight,4,carousel_widget,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_favoritevouchersonline,,dynamic,d3735552-c1bd-4526-8ee8-968370657b85,Save Again!,search_collection_favoritevouchersonline,5,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,"?fq=m_category_id:6&fq={!bbox}&sfield=latlon&d=50&pt=[[LAT]],[[LON]]",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_recentlyviewedonline,,dynamic,d9372453-72c0-4e00-a363-bc419f1a4349,You Recently Viewed!,search_collection_recentlyviewedonline,6,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,?fq=m_category_id:6,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_forhim_wardrobe_brands,,static,fc038b89-3883-42d8-aa8c-04bb40d81ad1,Brands For Him,commerce_forhim_wardrobe_brands,7,small_rectangle_brand,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_forher,,static,f4936aa8-10ba-4f29-9032-18f88de84f6d,Brands For Her,commerce_forher,8,small_rectangle_brand,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_decorncleaning,,dynamic,d45f57b4-1edc-4f72-b742-5a826c860391,Give Your Home a New Look with up to 50% Off!,search_collection_decorncleaning,-1,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,voucher/select?q=*&indent=true&wt=json&facet=true&fq=merchant_id:(2057602 OR 2179816 OR 2184116 OR 1838633 OR 2041452 OR 1703169 OR 1197577 OR 2196750 OR 1358520 OR 2179817),0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_covidessentials,,static,69b4c8b8-8bc9-4fb5-bb04-4aca6de18de5,Get All Covid Essentials Here!,Get All Covid Essentials Here!,-1,ts,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_orderagainonline,,dynamic,1f71950f-5873-48cf-815f-3e855eef9a9f,Order Again!,search_collection_orderagainonline,-1,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,fq=accepting_delivery:true&fq=enable_order_booking:true&fq=magicpay_enabled:true&fq=m_category_id:6,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_newaddonline,,dynamic,306ab60e-a9ef-4f95-ae60-649bc04b56f3,What's New on magicpin Today?,search_collection_newaddonline,-1,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,voucher/select?q=*&wt=json&facet=true&fq=m_category_id:6&fq=collection_tags:newadd,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_bookmarksonline,,dynamic,c84a1b0a-5034-432e-9056-0c1f5aedf528,Your ❤️ Ones!,search_collection_bookmarksonline,-1,hw,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,voucher/select?fq=m_category_id:6&fq=d:40,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_luxurious,,static,0856560f-872e-41ff-8ffa-d8affedb42b0,Top Picks for a Luxurious Experience!,commerce_luxurious,-1,ts,default online,6c4a8e5b-5c7e-4cd9-90b5-43f600b35dcc,Online Brands,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_magicorderfridaysale,,dynamic,21f43087-e9e2-4006-a232-6a0845787cad,Save upto 15% on Grocery (Home-Delivery),search_collection_magicorderfridaysale,-1,hw,BFS 2,6c9d46f9-e071-4981-90c0-9050f3205071,Big Friday Sale!,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&sort=product(ceil(div(geodist(),5)),5) asc, merchant_id desc&d=10&fq=-merchant_id:(1107500%20OR%201207149%20OR%201376874%20OR%201376873%20OR%201379472%20OR%201195914%20OR%201277719%20OR%201301645%20OR%201393740%20OR%201393741%20OR%201413748%20OR%201414396%20OR%201417639%20OR%201418001%20OR%201494769)&fq=accepting_delivery:true&fq=enable_order_booking:true&fq=accepting_delivery:true&fq=collection_tags:""mo_grocery""",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_magicorderpharmasalecopy,,dynamic,8dbf6611-0010-48e4-a0fa-b80caa0af0d2,Get 25% off on delivery of medicines!,search_collection_magicorderpharmasalecopy,-1,hw,BFS 2,6c9d46f9-e071-4981-90c0-9050f3205071,Big Friday Sale!,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=accepting_delivery:true&fq=enable_order_booking:true&fq=-merchant_id:(1107500%20OR%201207149%20OR%201376874%20OR%201376873%20OR%201130837)&fq=collection_tags:""mo_pharma""",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_magicorderfooddeliverycopy,,dynamic,9aca2de6-4227-4671-a33e-d023df811eed,Save upto 50% on Food Delivery,search_collection_magicorderfooddeliverycopy,-1,hw,BFS 2,6c9d46f9-e071-4981-90c0-9050f3205071,Big Friday Sale!,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=accepting_delivery:true&fq=enable_order_booking:true&fq=(merchant_id:(621546) OR magicpin_assisted_delivery:true)&fq=m_category_id:1&fq=collection_tags:fooddelivery&fq=-merchant_id:(1393739 OR 1393740 OR 1393741 OR 1193790 OR 1213873 OR 1213875 OR 1413748 OR 1413755)&sort=product(ceil(div(geodist(),5)),5) asc, merchant_id desc",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_bfscoverimagefifty,,static,31a5ba3e-ab3e-44d7-9c3d-f4e5f5a78b76,BFS Cover Image FIfty,commerce_bfscoverimagefifty,1,carousel_widget,BFS 2,6c9d46f9-e071-4981-90c0-9050f3205071,Big Friday Sale!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_rakhisalecover,,static,77b153dd-3636-4791-bf6e-5d926b1751ef,Rakhi Sale Cover,commerce_rakhisalecover,1,carousel_widget,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_rakhisalesistersku,,static,7818edc5-453a-4a12-94b7-bfc8e2807b94,Rakhi Steal Deals for Sisters,commerce_rakhisalesistersku,2,large_rectangle_merchant,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_rakhisalebrothersku,,static,b7b32cfe-f3af-47a0-ae77-8fd01f05e88d,Rakhi Steal Deals for Brothers,commerce_rakhisalebrothersku,3,large_rectangle_merchant,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_rakhifashion,,dynamic,281910f9-a3eb-44d2-998b-0b6df8d33186,Gift a fashion voucher to your sibling this Rakhi,search_collection_rakhifashion,4,hw,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=parent_merchant_id:(319801 OR 1145194 OR 346125 OR 1360188 OR 1239886 OR 1314735 OR 319781)",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_roabasedrakhisale,,static,8f58dff7-a4e3-4c89-b5a1-c5ec70dd20f9,Best suited vouchers for your perfect Rakhi gift!,commerce_roabasedrakhisale,5,extra_medium_rectangle_dynamic,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_rakhibrand,,dynamic,e00a3e42-7f30-443c-aff2-14ec5e051e7c,Special brands for special moments..,search_collection_rakhibrand,6,vw,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=(merchant_id:(1775085 OR 2083440 OR 1314645 OR 1297934 OR 1271015 OR 1703168 OR 1327842 OR 979374 OR 1349742 OR 1501882 OR 1860088 OR 1330992 OR 1418027 OR 2074952 OR 2079271 OR 2089439 OR 1343555 OR 1123552 OR 1107733 OR 1367657 OR 319488 OR 1419365 OR 1297094 OR 1705849 OR 1297316 OR 1703169 OR 1412055 OR 1346200 OR 1313927 OR 1168073 OR 1144960 OR 2048537 OR 1327823 OR 1153972 OR 2067818 OR 1317094 OR 2048539 OR 1317830 OR 1353888 OR 2067570 OR 2041452 OR 1298437 OR 1168079 OR 1772558 OR 1346201 OR 1326127 OR 1180139 OR 1298731 OR 1364292 OR 2047663 OR 1163762) OR parent_merchant_id:(1123739))",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_magicorderfreehomedeliverysalebanner,,dynamic,d356dc7e-9600-498d-afed-1854c9b1635f,This Rakhi celebrate the best of taste with FREE home delivery,search_collection_magicorderfreehomedeliverysalebanner,7,hw,Raksha Bandhan Sale,6deace1b-06a5-44e3-9caf-a8ad1423e0a7,Raksha Bandhan Sale,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=-merchant_id:(1107500%20OR%201207149%20OR%201376874%20OR%201376873%20OR%201379472%20OR%201195914%20OR%201277719%20OR%201301645%20OR%201393740%20OR%201393741%20OR%201413748%20OR%201414396%20OR%201417639%20OR%201418001%20OR%201494769)&fq=accepting_delivery:true&fq=enable_order_booking:true&fq=accepting_delivery:true&fq=collection_tags:""freedeliveryMERCH""",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_beautyvoucher,,dynamic,0400656b-0d0f-4a71-a4c5-69e36b2eba6c,Treat Yourself To Some TLC At These Beauty Salons!,search_collection_beautyvoucher,-1,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*&wt=json&indent=true&d=20&fq=%7b!bbox%7d&sfield=latlon&pt=[[LAT]],[[LON]]&fq=primary_subcategory_s:(""Salon"",""Beauty Parlour"")",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_nocashinwofood,,dynamic,23b6cedd-e437-4641-9f14-4e5f740feb92,URL_VOUCHER_FILTER_LIST,URL_VOUCHER_FILTER_LIST,7,list,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*:*&sfield=latlon&pt=[[LAT]],[[LON]]&d=15&indent=true&wt=json&start=0&fq={!bbox}&sort=geodist()%20asc&facet=true&fq=redemption_usable_balance_percent:[25%20TO%20*]&fq=-m_category_id:1&fq=-merchant_id:251485&fq=-merchant_id:1090352&fq=is_parent_merchant:false&fq=is_local_merchant:true&fq=_query_:%22{!frange%20l=1%20u=1}strdist(option_id,voucher_merchant_user_id,edit)%22",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_pharmadel,,dynamic,320f5a8e-3b9f-4c1a-a4bf-a57e033075b0,URL_NUX_INFORMATIVE,URL_NUX_INFORMATIVE,1,ft,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"d=3&fl=is_local_merchant,option_cities,voucher_merchant_user_id,merchant_name,m_cover_pic,m_locality,option_text,min_coupon_amount,latlon,redemption_option_id,voucher_count,merchant_rating,logo_url,country,magicpay_usable_balance_percent,primary_subcategory,category,cost_for_two,max_percent_off_without_groupbuy_city_map,max_voucher_usable_percent_city_map,voucher_app_shadowed_map_list,menuPrice,coupon_amount,is_hidden,is_groupbuy_active,group_reward,option_id,redemption_option_amount_id,avg_spent,source,last_redemption_time&fq=is_parent_merchant:false&fq=voucher_merchant_user_id:(NOT(7599574 OR 1012996 OR 7910935 OR 3147405 OR 3147006 OR 6487425 OR 6168691 OR 7317693 OR 191455))&fq=is_app_shadowed:0&fq=country:India&fq=collection_tags:*pharmadel*&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&q=*:*&rows=100&sfield=latlon&sort=geodist()+asc&wt=json",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_pharmadel,,dynamic,3db3fd93-74c2-48e2-a4cb-0184c728b9c7,URL_BANNERS_VOUCHER,URL_BANNERS_VOUCHER,2,hb,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"d=3&fl=is_local_merchant,option_cities,voucher_merchant_user_id,merchant_name,m_cover_pic,m_locality,option_text,min_coupon_amount,latlon,redemption_option_id,voucher_count,merchant_rating,logo_url,country,magicpay_usable_balance_percent,primary_subcategory,category,cost_for_two,max_percent_off_without_groupbuy_city_map,max_voucher_usable_percent_city_map,voucher_app_shadowed_map_list,menuPrice,coupon_amount,is_hidden,is_groupbuy_active,group_reward,option_id,redemption_option_amount_id,avg_spent,source,last_redemption_time&fq=is_parent_merchant:false&fq=voucher_merchant_user_id:(NOT(7599574 OR 1012996 OR 7910935 OR 3147405 OR 3147006 OR 6487425 OR 6168691 OR 7317693 OR 191455))&fq=is_app_shadowed:0&fq=country:India&fq=collection_tags:*pharmadel*&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&q=*:*&rows=100&sfield=latlon&sort=geodist()+asc&wt=json",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_laundryvoucherindonesia,,dynamic,468c7614-352b-4ec0-81e1-e745c80661b3,"Give Your Clothes An Extra Sparkle, At These Laundromats!",search_collection_laundryvoucherindonesia,-1,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*&wt=json&indent=true&d=20&fq=%7b!bbox%7d&sfield=latlon&pt=[[LAT]],[[LON]]&sort=geodist%28%29%20asc&fq=primary_subcategory_s:""Laundry""",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_dummy,,dynamic,6c80c2a2-1d3a-4ae3-ae26-ca5ef7f19087,Group Buys of people you follow,URL_ACTIVEGROUPBUY_REDEEM,3,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_magicorderfood,,dynamic,71a95980-8d50-4404-9346-8a03168aee59,Get Food Home Delivered,Magic Order Food,4,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*&wt=json&facet=true&fq={!bbox}&indent=true&pt=[[LAT]],[[LON]]&sfield=latlon&d=10&fq=accepting_delivery:true&fq=enable_order_booking:true&fq=m_category_id:1&fq=magicpay_enabled:true&fq=-merchant_id:(1393739 OR 1393740 OR 1393741 OR 1193790 OR 1213873 OR 1213875 OR 1413748 OR 1413755)&fq=-parent_merchant_id:1094371",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_toppicksfashion,,dynamic,85ec0597-5be7-42bd-a98f-f0d26507f94d,Amp up your Fashion game!,URL_TOPPICKS_FASHION,-1,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*:*&sfield=latlon&pt=[[LAT]],[[LON]]&d=10&indent=true&wt=json&start=0&fq={!bbox}&facet=true&fq=collection_tags:toppicks&fq=m_category_id:3&fq=(parent_merchant_id:(1314735 OR 2013868 OR 1239886 OR 1879922 OR 1289121 OR 176524) OR merchant_id:(1327842 OR 2083440))",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_cafevoucher,,dynamic,d630689e-d4e8-4617-9033-65f87ffe6394,Planning A Coffee Date? Try These Popular Cafes Nearby,search_collection_cafevoucher,-1,hw,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*&indent=true&wt=json&facet=true&fq=primary_subcategory_s:""Cafe""",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_nocashinwofood,,dynamic,f6c3d7ab-0d84-4626-902c-4d70d5e6cd15,URL_BROWSE_HEADERS_REDEEM,URL_BROWSE_HEADERS_REDEEM,5,bh,Indonesia Redeem page,6e260257-eb1b-495d-95da-780e6078b3d0,,"voucher/select?q=*:*&sfield=latlon&pt=[[LAT]],[[LON]]&d=15&indent=true&wt=json&start=0&fq={!bbox}&sort=geodist()%20asc&facet=true&fq=redemption_usable_balance_percent:[25%20TO%20*]&fq=-m_category_id:1&fq=-merchant_id:251485&fq=-merchant_id:1090352&fq=is_parent_merchant:false&fq=is_local_merchant:true&fq=_query_:%22{!frange%20l=1%20u=1}strdist(option_id,voucher_merchant_user_id,edit)%22",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_salecb,,static,0ec6892e-ff15-418b-bf3c-fb035f9bc463,Cover Banner,commerce_salecb,1,vertical_image,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_seasonalbestpicks,,static,65283506-724a-4812-aee7-8b81514cf40d,Get Ready For Your Holi Party!,commerce_seasonalbestpicks,2,small_rectangle_brand,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_latesttrends,,static,4a705caf-431d-45fb-992d-cd57b97a7b06,Prepare Your Skin For Holi Celebrations!,commerce_latesttrends,3,small_rectangle_brand,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_latestgadgets,,static,6f843071-a3bb-4059-9eba-3e77dac2d5e8,Latest Technology & Colourful New Gadgets!,commerce_latestgadgets,4,small_rectangle_brand,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_secretsgreattravel,,static,de701429-a1bb-4c17-9183-149be1647544,Secrets Behind Great Travel Stories!,commerce_secretsgreattravel,5,ts,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_holifashion,,static,4fb5f90b-9468-4445-a9a1-d6538da3222d,Fashion Essentials for Holi Parties!,commerce_holifashion,6,ts,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_holibeauty,,static,bdc6ea04-28db-4c4b-858b-6d8983992933,Beauty Picks for the Holi Season!,commerce_holibeauty,7,ts,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_holielectronics,,static,5bbfc298-963e-4ebb-a98a-4a661f725138,Top Electronics for the Festive Season!,commerce_holielectronics,8,ts,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_holionlinegrocery,,static,ce171998-87b1-40fc-ad6b-ad3d844c32c4,Munchies for Your Holi Scenes!,commerce_holionlinegrocery,9,ts,Holi Savings Celebrations!,6e74d693-bdfe-47ea-8ae3-0b5906e69fb7,Holi Savings Celebrations!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_yogadrinks,,static,de1f7b34-f42c-4dcf-9e62-681e05fa5c9c,Fit drinks,commerce_yogadrinks,1,large_square,Fit drinks,6e91b1ab-dee2-4da6-93f8-33d67f1a53ac,Fit drinks,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_bbwblanding,,static,e7154415-0400-4a18-b623-70459279be72,Big Brands Weekend Bash,commerce_bbwblanding,1,vertical_image,commerce_bbwblanding,6f710e20-9d33-47fd-bef0-bea3cc513212,Big Brands Weekend Bash,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_sugarbanner,,static,4179c765-633c-4892-acc6-089acfbfe41a,Sugar cosmetics feedtop,commerce_sugarbanner,1,vertical_image,Sugar COC,70a9642d-aee7-4aa4-aaae-7b2ee11cc032,Sugar Cosmetics - Cruelty Free Beauty Products,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_sugarsku,,static,b6942e4c-4652-48ed-991d-db482cba7d4f,Use Sugar Cosmetics vouchers to avail massive discounts on beauty products,commerce_sugarsku,2,medium_rectangle_collection,Sugar COC,70a9642d-aee7-4aa4-aaae-7b2ee11cc032,Sugar Cosmetics - Cruelty Free Beauty Products,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_cbsaffola,,static,92c357e7-15f7-4b00-9502-1f59add41ad9,Saffola!,commerce_cbsaffola,1,vertical_image,Best selling vouchers,728bae61-1e91-4409-8248-0fd3281f2fe9,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_roabasedsaffola,,static,071bc32a-e642-4c8c-a5e9-be76df6f72cb,Saffola!,commerce_roabasedsaffola,2,one_click_widget,Best selling vouchers,728bae61-1e91-4409-8248-0fd3281f2fe9,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_skusaffola,,static,edab014f-3c1f-430b-a98e-ba2dce47c623,Saffola!,commerce_skusaffola,3,ts,Best selling vouchers,728bae61-1e91-4409-8248-0fd3281f2fe9,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_diwalisundaycb,,static,852afecc-0edc-415c-9997-99b57a3caef7,Diwali Sunday CB,commerce_diwalisundaycb,1,vertical_image,commerce_diwalisundaypage,738bf904-90ea-4565-a62a-5c2b49d77ac9,Sunday Diwali Dhamaka!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_productskugrocery,,static,08b9f547-a21c-4937-b358-96da3b5cbd5a,Online Brands for your Daily Needs!,commerce_productskugrocery,2,large_square,commerce_diwalisundaypage,738bf904-90ea-4565-a62a-5c2b49d77ac9,Sunday Diwali Dhamaka!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_decorncleaning,,dynamic,d45f57b4-1edc-4f72-b742-5a826c860391,Give Your Home a New Look with up to 50% Off!,search_collection_decorncleaning,3,hw,commerce_diwalisundaypage,738bf904-90ea-4565-a62a-5c2b49d77ac9,Sunday Diwali Dhamaka!,voucher/select?q=*&indent=true&wt=json&facet=true&fq=merchant_id:(2057602 OR 2179816 OR 2184116 OR 1838633 OR 2041452 OR 1703169 OR 1197577 OR 2196750 OR 1358520 OR 2179817),0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_fashionretailbrandsv2,,static,bd2a0215-38ea-459d-b0c0-7a81075be431,Winter Outfits With up to 40% Savings!,commerce_fashionretailbrandsv2,4,large_rectangle_merchant,commerce_diwalisundaypage,738bf904-90ea-4565-a62a-5c2b49d77ac9,Sunday Diwali Dhamaka!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
search_collection_fmcgbrands,,dynamic,39e7d378-bc73-4ee5-89c8-5a8bc2926006,Save Big on Daily Essential brands!,search_collection_fmcgbrands,5,hw,commerce_diwalisundaypage,738bf904-90ea-4565-a62a-5c2b49d77ac9,Sunday Diwali Dhamaka!,voucher/select?q=*&indent=true&wt=json&facet=true&fq=merchant_id:(1703168 OR 1775085 OR 962126 OR 1393177 OR 1845499 OR 1330992 OR 319488 OR 2079271 OR 1419365 OR 1501882 OR 2103556 OR 2183362 OR 2154387 OR 1313906 OR 2082209 OR 1372149 OR 979374 OR 2208931 OR 2161089 OR 1363525) OR parent_merchant_id:(1313916),0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_winterwearCover,,static,e5fb230b-4300-4c2e-94be-1dfe48606bf6,Winter Wear CoC Cover,commerce_winterwearCover,1,vertical_image,commerce_winterwear40CoC,74c00c0d-40ac-4107-9dc4-70907b2574c2,Winter Outfits With up to 40% Savings!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_winterwear40,,static,393efd22-2c16-4c78-ba2c-4dedb85dcb4a,Winter Outfits With up to 40% Savings!,commerce_winterwear40CoC,2,large_rectangle_merchant,commerce_winterwear40CoC,74c00c0d-40ac-4107-9dc4-70907b2574c2,Winter Outfits With up to 40% Savings!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_boatcollectionbanner,,static,ddc27759-af92-4294-864a-c3a8f76354b3,Boat Collection Banner,commerce_boatcollectionbanner,1,vertical_image,boAt Store,75c14bf2-614b-4554-b56f-01615967f4a8,boAt Store- Plug into nirvana,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_roabasedboatvouchers,,static,59ea430f-844e-4d42-b8ef-67a2c6dafeaa,Bestselling boAt vouchers!,commerce_roabasedboatvouchers,2,extra_medium_rectangle_dynamic,boAt Store,75c14bf2-614b-4554-b56f-01615967f4a8,boAt Store- Plug into nirvana,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_boatproductsku,,static,236309aa-c1d5-42eb-b7f6-d30721f791b8,Use boAt vouchers to avail massive discounts across the following categories!,commerce_boatproductsku,3,medium_rectangle_collection,boAt Store,75c14bf2-614b-4554-b56f-01615967f4a8,boAt Store- Plug into nirvana,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_springcb,,static,d473ba93-40b1-4ec1-b806-3dd461e6e54d,Spring Fashion Sale CB,commerce_springcb,1,vertical_image,Spring Fashion Sale!,77778fdb-b28b-4290-b165-56cced0ff475,Spring Fashion Sale!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
commerce_springfashion,,static,6e8dbc40-1228-43b3-9bef-81da9134164d,Top Fashion Brands with Biggest Savings!,commerce_springfashion,2,small_rectangle_brand,Spring Fashion Sale!,77778fdb-b28b-4290-b165-56cced0ff475,Spring Fashion Sale!,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
